Series ID,Series title ,Year,Estimate,Estimate footnote,Standard error,Standard error footnote,Survey code,Survey text,Ownership code,Ownership text,Industry code,Industry text,Occupation code,Occupation text,Subcell code,Job characteristic category,Job characteristic,Estimate code,Estimate text,Datatype code,Datatype text,Provision code,Provision text
NBU173S0000000000033357,Percent of civilian workers with access to flexible workplace; in service providing,2014,6,,0.3,,IP,Incidence and Key Provision Benefits,1,Civilian workers,S00000,Service-providing,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU173S0000000000033357,Percent of civilian workers with access to flexible workplace; in service providing,2015,6,,0.3,,IP,Incidence and Key Provision Benefits,1,Civilian workers,S00000,Service-providing,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU173S0000000000033357,Percent of civilian workers with access to flexible workplace; in service providing,2016,6,,0.4,,IP,Incidence and Key Provision Benefits,1,Civilian workers,S00000,Service-providing,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU173S0000000000033357,Percent of civilian workers with access to flexible workplace; in service providing,2017,6,,0.4,,IP,Incidence and Key Provision Benefits,1,Civilian workers,S00000,Service-providing,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU173S0000000000033357,Percent of civilian workers with access to flexible workplace; in service providing,2018,7,,0.4,,IP,Incidence and Key Provision Benefits,1,Civilian workers,S00000,Service-providing,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU173S0000000000033357,Percent of civilian workers with access to flexible workplace; in service providing,2019,7,,0.4,,IP,Incidence and Key Provision Benefits,1,Civilian workers,S00000,Service-providing,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU173S0000000000033357,Percent of civilian workers with access to flexible workplace; in service providing,2020,7,,0.3,,IP,Incidence and Key Provision Benefits,1,Civilian workers,S00000,Service-providing,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU173S0000000000033357,Percent of civilian workers with access to flexible workplace; in service providing,2021,8,,0.5,,IP,Incidence and Key Provision Benefits,1,Civilian workers,S00000,Service-providing,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU173S0000000000033357,Percent of civilian workers with access to flexible workplace; in service providing,2022,9,,0.4,,IP,Incidence and Key Provision Benefits,1,Civilian workers,S00000,Service-providing,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27344000000000033357,Percent of private industry workers with access to flexible workplace; in utilities,2013,3,,1.2,,IP,Incidence and Key Provision Benefits,2,Private industry workers,220000,Utilities,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27344000000000033357,Percent of private industry workers with access to flexible workplace; in utilities,2019,4,,1.3,,IP,Incidence and Key Provision Benefits,2,Private industry workers,220000,Utilities,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27344000000000033357,Percent of private industry workers with access to flexible workplace; in utilities,2020,5,,1.7,,IP,Incidence and Key Provision Benefits,2,Private industry workers,220000,Utilities,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27344000000000033357,Percent of private industry workers with access to flexible workplace; in utilities,2021,3,,1.7,,IP,Incidence and Key Provision Benefits,2,Private industry workers,220000,Utilities,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27344000000000033357,Percent of private industry workers with access to flexible workplace; in utilities,2022,4,,1.6,,IP,Incidence and Key Provision Benefits,2,Private industry workers,220000,Utilities,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27323000000000033357,Percent of private industry workers with access to flexible workplace; in construction,2010,2,,0.6,,IP,Incidence and Key Provision Benefits,2,Private industry workers,230000,Construction,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27323000000000033357,Percent of private industry workers with access to flexible workplace; in construction,2011,2,,0.5,,IP,Incidence and Key Provision Benefits,2,Private industry workers,230000,Construction,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27323000000000033357,Percent of private industry workers with access to flexible workplace; in construction,2012,1,,0.4,,IP,Incidence and Key Provision Benefits,2,Private industry workers,230000,Construction,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27323000000000033357,Percent of private industry workers with access to flexible workplace; in construction,2013,1,,0.4,,IP,Incidence and Key Provision Benefits,2,Private industry workers,230000,Construction,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27323000000000033357,Percent of private industry workers with access to flexible workplace; in construction,2014,1,,0.6,,IP,Incidence and Key Provision Benefits,2,Private industry workers,230000,Construction,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27323000000000033357,Percent of private industry workers with access to flexible workplace; in construction,2015,2,,0.6,,IP,Incidence and Key Provision Benefits,2,Private industry workers,230000,Construction,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27323000000000033357,Percent of private industry workers with access to flexible workplace; in construction,2016,2,,0.7,,IP,Incidence and Key Provision Benefits,2,Private industry workers,230000,Construction,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27323000000000033357,Percent of private industry workers with access to flexible workplace; in construction,2017,2,,0.7,,IP,Incidence and Key Provision Benefits,2,Private industry workers,230000,Construction,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27323000000000033357,Percent of private industry workers with access to flexible workplace; in construction,2018,3,,0.5,,IP,Incidence and Key Provision Benefits,2,Private industry workers,230000,Construction,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27323000000000033357,Percent of private industry workers with access to flexible workplace; in construction,2019,3,,0.7,,IP,Incidence and Key Provision Benefits,2,Private industry workers,230000,Construction,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27323000000000033357,Percent of private industry workers with access to flexible workplace; in construction,2020,3,,0.4,,IP,Incidence and Key Provision Benefits,2,Private industry workers,230000,Construction,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27323000000000033357,Percent of private industry workers with access to flexible workplace; in construction,2021,2,,0.3,,IP,Incidence and Key Provision Benefits,2,Private industry workers,230000,Construction,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27323000000000033357,Percent of private industry workers with access to flexible workplace; in construction,2022,2,,0.6,,IP,Incidence and Key Provision Benefits,2,Private industry workers,230000,Construction,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27330000000000033357,Percent of private industry workers with access to flexible workplace; in manufacturing,2010,6,,0.6,,IP,Incidence and Key Provision Benefits,2,Private industry workers,300000,Manufacturing,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27330000000000033357,Percent of private industry workers with access to flexible workplace; in manufacturing,2011,6,,0.5,,IP,Incidence and Key Provision Benefits,2,Private industry workers,300000,Manufacturing,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27330000000000033357,Percent of private industry workers with access to flexible workplace; in manufacturing,2012,6,,0.8,,IP,Incidence and Key Provision Benefits,2,Private industry workers,300000,Manufacturing,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27330000000000033357,Percent of private industry workers with access to flexible workplace; in manufacturing,2013,7,,0.8,,IP,Incidence and Key Provision Benefits,2,Private industry workers,300000,Manufacturing,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27330000000000033357,Percent of private industry workers with access to flexible workplace; in manufacturing,2014,7,,0.9,,IP,Incidence and Key Provision Benefits,2,Private industry workers,300000,Manufacturing,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27330000000000033357,Percent of private industry workers with access to flexible workplace; in manufacturing,2015,7,,0.9,,IP,Incidence and Key Provision Benefits,2,Private industry workers,300000,Manufacturing,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27330000000000033357,Percent of private industry workers with access to flexible workplace; in manufacturing,2016,8,,1.1,,IP,Incidence and Key Provision Benefits,2,Private industry workers,300000,Manufacturing,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27330000000000033357,Percent of private industry workers with access to flexible workplace; in manufacturing,2017,8,,1.2,,IP,Incidence and Key Provision Benefits,2,Private industry workers,300000,Manufacturing,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27330000000000033357,Percent of private industry workers with access to flexible workplace; in manufacturing,2018,8,,1.2,,IP,Incidence and Key Provision Benefits,2,Private industry workers,300000,Manufacturing,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27330000000000033357,Percent of private industry workers with access to flexible workplace; in manufacturing,2019,8,,1.0,,IP,Incidence and Key Provision Benefits,2,Private industry workers,300000,Manufacturing,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27330000000000033357,Percent of private industry workers with access to flexible workplace; in manufacturing,2020,7,,0.7,,IP,Incidence and Key Provision Benefits,2,Private industry workers,300000,Manufacturing,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27330000000000033357,Percent of private industry workers with access to flexible workplace; in manufacturing,2021,8,,0.8,,IP,Incidence and Key Provision Benefits,2,Private industry workers,300000,Manufacturing,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27330000000000033357,Percent of private industry workers with access to flexible workplace; in manufacturing,2022,7,,0.9,,IP,Incidence and Key Provision Benefits,2,Private industry workers,300000,Manufacturing,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27340000000000033357,"Percent of private industry workers with access to flexible workplace; in trade, transportation, and utilities",2010,2,,0.3,,IP,Incidence and Key Provision Benefits,2,Private industry workers,400000,"Trade, transportation, and utilities",0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27340000000000033357,"Percent of private industry workers with access to flexible workplace; in trade, transportation, and utilities",2011,2,,0.3,,IP,Incidence and Key Provision Benefits,2,Private industry workers,400000,"Trade, transportation, and utilities",0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27340000000000033357,"Percent of private industry workers with access to flexible workplace; in trade, transportation, and utilities",2012,2,,0.3,,IP,Incidence and Key Provision Benefits,2,Private industry workers,400000,"Trade, transportation, and utilities",0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27340000000000033357,"Percent of private industry workers with access to flexible workplace; in trade, transportation, and utilities",2013,2,,0.3,,IP,Incidence and Key Provision Benefits,2,Private industry workers,400000,"Trade, transportation, and utilities",0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27340000000000033357,"Percent of private industry workers with access to flexible workplace; in trade, transportation, and utilities",2014,2,,0.3,,IP,Incidence and Key Provision Benefits,2,Private industry workers,400000,"Trade, transportation, and utilities",0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27340000000000033357,"Percent of private industry workers with access to flexible workplace; in trade, transportation, and utilities",2015,3,,0.4,,IP,Incidence and Key Provision Benefits,2,Private industry workers,400000,"Trade, transportation, and utilities",0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27340000000000033357,"Percent of private industry workers with access to flexible workplace; in trade, transportation, and utilities",2016,3,,0.5,,IP,Incidence and Key Provision Benefits,2,Private industry workers,400000,"Trade, transportation, and utilities",0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27340000000000033357,"Percent of private industry workers with access to flexible workplace; in trade, transportation, and utilities",2017,4,,0.5,,IP,Incidence and Key Provision Benefits,2,Private industry workers,400000,"Trade, transportation, and utilities",0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27340000000000033357,"Percent of private industry workers with access to flexible workplace; in trade, transportation, and utilities",2018,3,,0.4,,IP,Incidence and Key Provision Benefits,2,Private industry workers,400000,"Trade, transportation, and utilities",0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27340000000000033357,"Percent of private industry workers with access to flexible workplace; in trade, transportation, and utilities",2019,3,,0.3,,IP,Incidence and Key Provision Benefits,2,Private industry workers,400000,"Trade, transportation, and utilities",0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27340000000000033357,"Percent of private industry workers with access to flexible workplace; in trade, transportation, and utilities",2020,3,,0.4,,IP,Incidence and Key Provision Benefits,2,Private industry workers,400000,"Trade, transportation, and utilities",0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27340000000000033357,"Percent of private industry workers with access to flexible workplace; in trade, transportation, and utilities",2021,3,,0.4,,IP,Incidence and Key Provision Benefits,2,Private industry workers,400000,"Trade, transportation, and utilities",0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27340000000000033357,"Percent of private industry workers with access to flexible workplace; in trade, transportation, and utilities",2022,3,,0.3,,IP,Incidence and Key Provision Benefits,2,Private industry workers,400000,"Trade, transportation, and utilities",0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27341200000000033357,Percent of private industry workers with access to flexible workplace; in retail trade,2010,1,,0.3,,IP,Incidence and Key Provision Benefits,2,Private industry workers,412000,Retail trade,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27341200000000033357,Percent of private industry workers with access to flexible workplace; in retail trade,2011,1,,0.3,,IP,Incidence and Key Provision Benefits,2,Private industry workers,412000,Retail trade,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27341200000000033357,Percent of private industry workers with access to flexible workplace; in retail trade,2012,1,,0.2,,IP,Incidence and Key Provision Benefits,2,Private industry workers,412000,Retail trade,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27341200000000033357,Percent of private industry workers with access to flexible workplace; in retail trade,2013,1,,0.3,,IP,Incidence and Key Provision Benefits,2,Private industry workers,412000,Retail trade,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27341200000000033357,Percent of private industry workers with access to flexible workplace; in retail trade,2014,1,,0.2,,IP,Incidence and Key Provision Benefits,2,Private industry workers,412000,Retail trade,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27341200000000033357,Percent of private industry workers with access to flexible workplace; in retail trade,2015,-,1.0,0.1,,IP,Incidence and Key Provision Benefits,2,Private industry workers,412000,Retail trade,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27341200000000033357,Percent of private industry workers with access to flexible workplace; in retail trade,2016,-,1.0,0.2,,IP,Incidence and Key Provision Benefits,2,Private industry workers,412000,Retail trade,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27341200000000033357,Percent of private industry workers with access to flexible workplace; in retail trade,2017,-,1.0,0.2,,IP,Incidence and Key Provision Benefits,2,Private industry workers,412000,Retail trade,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27341200000000033357,Percent of private industry workers with access to flexible workplace; in retail trade,2018,1,,0.3,,IP,Incidence and Key Provision Benefits,2,Private industry workers,412000,Retail trade,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27341200000000033357,Percent of private industry workers with access to flexible workplace; in retail trade,2019,1,,0.4,,IP,Incidence and Key Provision Benefits,2,Private industry workers,412000,Retail trade,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27341200000000033357,Percent of private industry workers with access to flexible workplace; in retail trade,2020,1,,0.4,,IP,Incidence and Key Provision Benefits,2,Private industry workers,412000,Retail trade,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27341200000000033357,Percent of private industry workers with access to flexible workplace; in retail trade,2021,1,,0.4,,IP,Incidence and Key Provision Benefits,2,Private industry workers,412000,Retail trade,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27341200000000033357,Percent of private industry workers with access to flexible workplace; in retail trade,2022,1,,0.4,,IP,Incidence and Key Provision Benefits,2,Private industry workers,412000,Retail trade,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27341100000000033357,Percent of private industry workers with access to flexible workplace; in wholesale trade,2010,4,,0.6,,IP,Incidence and Key Provision Benefits,2,Private industry workers,420000,Wholesale trade,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27341100000000033357,Percent of private industry workers with access to flexible workplace; in wholesale trade,2011,4,,0.6,,IP,Incidence and Key Provision Benefits,2,Private industry workers,420000,Wholesale trade,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27341100000000033357,Percent of private industry workers with access to flexible workplace; in wholesale trade,2012,5,,1.0,,IP,Incidence and Key Provision Benefits,2,Private industry workers,420000,Wholesale trade,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27341100000000033357,Percent of private industry workers with access to flexible workplace; in wholesale trade,2013,7,,1.1,,IP,Incidence and Key Provision Benefits,2,Private industry workers,420000,Wholesale trade,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27341100000000033357,Percent of private industry workers with access to flexible workplace; in wholesale trade,2014,7,,1.3,,IP,Incidence and Key Provision Benefits,2,Private industry workers,420000,Wholesale trade,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27341100000000033357,Percent of private industry workers with access to flexible workplace; in wholesale trade,2015,11,,1.4,,IP,Incidence and Key Provision Benefits,2,Private industry workers,420000,Wholesale trade,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27341100000000033357,Percent of private industry workers with access to flexible workplace; in wholesale trade,2016,13,,1.5,,IP,Incidence and Key Provision Benefits,2,Private industry workers,420000,Wholesale trade,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27341100000000033357,Percent of private industry workers with access to flexible workplace; in wholesale trade,2017,14,,1.5,,IP,Incidence and Key Provision Benefits,2,Private industry workers,420000,Wholesale trade,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27341100000000033357,Percent of private industry workers with access to flexible workplace; in wholesale trade,2018,14,,1.6,,IP,Incidence and Key Provision Benefits,2,Private industry workers,420000,Wholesale trade,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27341100000000033357,Percent of private industry workers with access to flexible workplace; in wholesale trade,2019,13,,1.8,,IP,Incidence and Key Provision Benefits,2,Private industry workers,420000,Wholesale trade,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27341100000000033357,Percent of private industry workers with access to flexible workplace; in wholesale trade,2020,10,,1.3,,IP,Incidence and Key Provision Benefits,2,Private industry workers,420000,Wholesale trade,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27341100000000033357,Percent of private industry workers with access to flexible workplace; in wholesale trade,2021,11,,1.3,,IP,Incidence and Key Provision Benefits,2,Private industry workers,420000,Wholesale trade,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27341100000000033357,Percent of private industry workers with access to flexible workplace; in wholesale trade,2022,12,,1.2,,IP,Incidence and Key Provision Benefits,2,Private industry workers,420000,Wholesale trade,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27343000000000033357,Percent of private industry workers with access to flexible workplace; in transportation and warehousing,2012,2,,1.1,,IP,Incidence and Key Provision Benefits,2,Private industry workers,430000,Transportation and warehousing,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27343000000000033357,Percent of private industry workers with access to flexible workplace; in transportation and warehousing,2013,2,,0.8,,IP,Incidence and Key Provision Benefits,2,Private industry workers,430000,Transportation and warehousing,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27343000000000033357,Percent of private industry workers with access to flexible workplace; in transportation and warehousing,2014,2,,0.8,,IP,Incidence and Key Provision Benefits,2,Private industry workers,430000,Transportation and warehousing,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27343000000000033357,Percent of private industry workers with access to flexible workplace; in transportation and warehousing,2015,2,,1.0,,IP,Incidence and Key Provision Benefits,2,Private industry workers,430000,Transportation and warehousing,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27343000000000033357,Percent of private industry workers with access to flexible workplace; in transportation and warehousing,2016,2,,1.1,,IP,Incidence and Key Provision Benefits,2,Private industry workers,430000,Transportation and warehousing,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27343000000000033357,Percent of private industry workers with access to flexible workplace; in transportation and warehousing,2017,3,,1.1,,IP,Incidence and Key Provision Benefits,2,Private industry workers,430000,Transportation and warehousing,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27351000000000033357,Percent of private industry workers with access to flexible workplace; in information,2010,9,,1.2,,IP,Incidence and Key Provision Benefits,2,Private industry workers,510000,Information,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27351000000000033357,Percent of private industry workers with access to flexible workplace; in information,2011,8,,1.2,,IP,Incidence and Key Provision Benefits,2,Private industry workers,510000,Information,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27351000000000033357,Percent of private industry workers with access to flexible workplace; in information,2012,8,,1.3,,IP,Incidence and Key Provision Benefits,2,Private industry workers,510000,Information,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27351000000000033357,Percent of private industry workers with access to flexible workplace; in information,2013,7,,1.4,,IP,Incidence and Key Provision Benefits,2,Private industry workers,510000,Information,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27351000000000033357,Percent of private industry workers with access to flexible workplace; in information,2014,9,,1.5,,IP,Incidence and Key Provision Benefits,2,Private industry workers,510000,Information,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27351000000000033357,Percent of private industry workers with access to flexible workplace; in information,2015,12,,1.7,,IP,Incidence and Key Provision Benefits,2,Private industry workers,510000,Information,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27351000000000033357,Percent of private industry workers with access to flexible workplace; in information,2016,14,,2.5,,IP,Incidence and Key Provision Benefits,2,Private industry workers,510000,Information,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27351000000000033357,Percent of private industry workers with access to flexible workplace; in information,2017,13,,2.4,,IP,Incidence and Key Provision Benefits,2,Private industry workers,510000,Information,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27351000000000033357,Percent of private industry workers with access to flexible workplace; in information,2018,14,,2.3,,IP,Incidence and Key Provision Benefits,2,Private industry workers,510000,Information,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27351000000000033357,Percent of private industry workers with access to flexible workplace; in information,2019,16,,3.0,,IP,Incidence and Key Provision Benefits,2,Private industry workers,510000,Information,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27351000000000033357,Percent of private industry workers with access to flexible workplace; in information,2020,16,,2.7,,IP,Incidence and Key Provision Benefits,2,Private industry workers,510000,Information,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27351000000000033357,Percent of private industry workers with access to flexible workplace; in information,2021,20,,2.1,,IP,Incidence and Key Provision Benefits,2,Private industry workers,510000,Information,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27351000000000033357,Percent of private industry workers with access to flexible workplace; in information,2022,17,,1.6,,IP,Incidence and Key Provision Benefits,2,Private industry workers,510000,Information,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27352000000000033357,Percent of private industry workers with access to flexible workplace; in finance and insurance,2010,17,,1.1,,IP,Incidence and Key Provision Benefits,2,Private industry workers,520000,Finance and insurance,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27352000000000033357,Percent of private industry workers with access to flexible workplace; in finance and insurance,2011,18,,1.2,,IP,Incidence and Key Provision Benefits,2,Private industry workers,520000,Finance and insurance,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27352000000000033357,Percent of private industry workers with access to flexible workplace; in finance and insurance,2012,19,,1.4,,IP,Incidence and Key Provision Benefits,2,Private industry workers,520000,Finance and insurance,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27352000000000033357,Percent of private industry workers with access to flexible workplace; in finance and insurance,2013,19,,1.1,,IP,Incidence and Key Provision Benefits,2,Private industry workers,520000,Finance and insurance,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
NBU27352000000000033357,Percent of private industry workers with access to flexible workplace; in finance and insurance,2014,19,,1.0,,IP,Incidence and Key Provision Benefits,2,Private industry workers,520000,Finance and insurance,0,All occupations,0,All workers,All workers,73,Quality of life benefits,33,Percent of workers with access,357,Flexible workplace
